Timestamp,Name,Value
2.259576,"messages","Loop count 98"
2.259816,"messages","Back Left Encoder Voltage 0.000000"
2.259948,"messages","Back Right Encoder Voltage 0.000000"
2.260391,"messages","Back left Angle 1.721593"
2.260809,"messages","Back right Angle 0.681593"
2.26149,"messages","Front left Angle -0.821593"
2.261702,"messages","Front right Angle -2.201593"
2.261956,"messages","Voltage 0.000000"
2.279473,"NT:/SmartDashboard/Loop Count: ",98
2.279608,"messages","Loop count 99"
2.27996,"messages","Back Left Encoder Voltage 0.000000"
2.280106,"messages","Back Right Encoder Voltage 0.000000"
2.280248,"messages","Back left Angle 1.721593"
2.280605,"messages","Back right Angle 0.681593"
2.280724,"messages","Front left Angle -0.821593"
2.280863,"messages","Front right Angle -2.201593"
2.281015,"messages","Voltage 0.000000"
2.29948,"NT:/SmartDashboard/Loop Count: ",99
2.299695,"messages","Loop count 100"
2.300013,"messages","Back Left Encoder Voltage 0.000000"
2.300177,"messages","Back Right Encoder Voltage 0.000000"
2.300336,"messages","Back left Angle 1.721593"
2.300483,"messages","Back right Angle 0.681593"
2.300618,"messages","Front left Angle -0.821593"
2.300743,"messages","Front right Angle -2.201593"
2.300872,"messages","Voltage 0.000000"
2.319608,"NT:/SmartDashboard/Loop Count: ",100
2.319847,"messages","Loop count 101"
2.32085,"messages","Back Left Encoder Voltage 0.000000"
2.321238,"messages","Back Right Encoder Voltage 0.000000"
2.321824,"messages","Back left Angle 1.721593"
2.322147,"messages","Back right Angle 0.681593"
2.322329,"messages","Front left Angle -0.821593"
2.322504,"messages","Front right Angle -2.201593"
2.322723,"messages","Voltage 0.000000"
2.339692,"NT:/SmartDashboard/Loop Count: ",101
2.33995,"messages","Loop count 102"
2.340499,"messages","Back Left Encoder Voltage 0.000000"
2.340982,"messages","Back Right Encoder Voltage 0.000000"
2.341172,"messages","Back left Angle 1.721593"
2.341446,"messages","Back right Angle 0.681593"
2.341593,"messages","Front left Angle -0.821593"
2.341776,"messages","Front right Angle -2.201593"
2.341955,"messages","Voltage 0.000000"
2.360462,"NT:/SmartDashboard/Loop Count: ",102
2.360536,"messages","Loop count 103"
2.360808,"messages","Back Left Encoder Voltage 0.000000"
2.361476,"messages","Back Right Encoder Voltage 0.000000"
2.361811,"messages","Back left Angle 1.721593"
2.361964,"messages","Back right Angle 0.681593"
2.362103,"messages","Front left Angle -0.821593"
2.362233,"messages","Front right Angle -2.201593"
2.362371,"messages","Voltage 0.000000"
2.379605,"NT:/SmartDashboard/Loop Count: ",103
2.379882,"messages","Loop count 104"
2.380296,"messages","Back Left Encoder Voltage 0.000000"
2.38047,"messages","Back Right Encoder Voltage 0.000000"
2.380642,"messages","Back left Angle 1.721593"
2.380922,"messages","Back right Angle 0.681593"
2.381159,"messages","Front left Angle -0.821593"
2.381533,"messages","Front right Angle -2.201593"
2.381879,"messages","Voltage 0.000000"
2.40089,"NT:/SmartDashboard/Loop Count: ",104
2.40104,"messages","Loop count 105"
2.401622,"messages","Back Left Encoder Voltage 0.000000"
2.401824,"messages","Back Right Encoder Voltage 0.000000"
2.402071,"messages","Back left Angle 1.721593"
2.402514,"messages","Back right Angle 0.681593"
2.402827,"messages","Front left Angle -0.821593"
2.403,"messages","Front right Angle -2.201593"
2.40322,"messages","Voltage 0.000000"
2.41942,"NT:/SmartDashboard/Loop Count: ",105
2.4195,"messages","Loop count 106"
2.419827,"messages","Back Left Encoder Voltage 0.000000"
2.420067,"messages","Back Right Encoder Voltage 0.000000"
2.420273,"messages","Back left Angle 1.721593"
2.420539,"messages","Back right Angle 0.681593"
2.420788,"messages","Front left Angle -0.821593"
2.42105,"messages","Front right Angle -2.201593"
2.421297,"messages","Voltage 0.000000"
2.439468,"NT:/SmartDashboard/Loop Count: ",106
2.439603,"messages","Loop count 107"
2.439944,"messages","Back Left Encoder Voltage 0.000000"
2.440094,"messages","Back Right Encoder Voltage 0.000000"
2.44023,"messages","Back left Angle 1.721593"
2.440407,"messages","Back right Angle 0.681593"
2.440552,"messages","Front left Angle -0.821593"
2.440791,"messages","Front right Angle -2.201593"
2.441015,"messages","Voltage 0.000000"
2.460486,"NT:/SmartDashboard/Loop Count: ",107
2.460606,"messages","Loop count 108"
2.460946,"messages","Back Left Encoder Voltage 0.000000"
2.461152,"messages","Back Right Encoder Voltage 0.000000"
2.461358,"messages","Back left Angle 1.721593"
2.461596,"messages","Back right Angle 0.681593"
2.461753,"messages","Front left Angle -0.821593"
2.462124,"messages","Front right Angle -2.201593"
2.462577,"messages","Voltage 0.000000"
2.48047,"NT:/SmartDashboard/Loop Count: ",108
2.480598,"messages","Loop count 109"
2.480902,"messages","Back Left Encoder Voltage 0.000000"
2.48108,"messages","Back Right Encoder Voltage 0.000000"
2.481222,"messages","Back left Angle 1.721593"
2.481357,"messages","Back right Angle 0.681593"
2.481509,"messages","Front left Angle -0.821593"
2.48165,"messages","Front right Angle -2.201593"
2.481774,"messages","Voltage 0.000000"
2.50067,"NT:/SmartDashboard/Loop Count: ",109
2.500873,"messages","Loop count 110"
2.501989,"messages","Back Left Encoder Voltage 0.000000"
2.502399,"messages","Back Right Encoder Voltage 0.000000"
2.502748,"messages","Back left Angle 1.721593"
2.502922,"messages","Back right Angle 0.681593"
2.505367,"messages","Front left Angle -0.821593"
2.50603,"messages","Front right Angle -2.201593"
2.506344,"messages","Voltage 0.000000"
2.520453,"NT:/SmartDashboard/Loop Count: ",110
2.520531,"messages","Loop count 111"
2.520958,"messages","Back Left Encoder Voltage 0.000000"
2.521162,"messages","Back Right Encoder Voltage 0.000000"
2.52133,"messages","Back left Angle 1.721593"
2.521494,"messages","Back right Angle 0.681593"
2.521643,"messages","Front left Angle -0.821593"
2.521803,"messages","Front right Angle -2.201593"
2.522014,"messages","Voltage 0.000000"
2.539451,"NT:/SmartDashboard/Loop Count: ",111
2.539538,"messages","Loop count 112"
2.539907,"messages","Back Left Encoder Voltage 0.000000"
2.540102,"messages","Back Right Encoder Voltage 0.000000"
2.540395,"messages","Back left Angle 1.721593"
2.540839,"messages","Back right Angle 0.681593"
2.541155,"messages","Front left Angle -0.821593"
2.541324,"messages","Front right Angle -2.201593"
2.541479,"messages","Voltage 0.000000"
2.560616,"NT:/SmartDashboard/Loop Count: ",112
2.560842,"messages","Loop count 113"
2.561563,"messages","Back Left Encoder Voltage 0.000000"
2.561782,"messages","Back Right Encoder Voltage 0.000000"
2.561973,"messages","Back left Angle 1.721593"
2.562151,"messages","Back right Angle 0.681593"
2.562316,"messages","Front left Angle -0.821593"
2.562546,"messages","Front right Angle -2.201593"
2.56274,"messages","Voltage 0.000000"
2.58069,"NT:/SmartDashboard/Loop Count: ",113
2.580898,"messages","Loop count 114"
2.581367,"messages","Back Left Encoder Voltage 0.000000"
2.581652,"messages","Back Right Encoder Voltage 0.000000"
2.582075,"messages","Back left Angle 1.721593"
2.582461,"messages","Back right Angle 0.681593"
2.582791,"messages","Front left Angle -0.821593"
2.583117,"messages","Front right Angle -2.201593"
2.583262,"messages","Voltage 0.000000"
2.599402,"NT:/SmartDashboard/Loop Count: ",114
2.599461,"messages","Loop count 115"
2.599684,"messages","Back Left Encoder Voltage 0.000000"
2.599821,"messages","Back Right Encoder Voltage 0.000000"
2.599951,"messages","Back left Angle 1.721593"
2.600074,"messages","Back right Angle 0.681593"
2.600201,"messages","Front left Angle -0.821593"
2.600442,"messages","Front right Angle -2.201593"
2.600594,"messages","Voltage 0.000000"
2.620433,"NT:/SmartDashboard/Loop Count: ",115
2.620546,"messages","Loop count 116"
2.620886,"messages","Back Left Encoder Voltage 0.000000"
2.621129,"messages","Back Right Encoder Voltage 0.000000"
2.62166,"messages","Back left Angle 1.721593"
2.621962,"messages","Back right Angle 0.681593"
2.622229,"messages","Front left Angle -0.821593"
2.622498,"messages","Front right Angle -2.201593"
2.622693,"messages","Voltage 0.000000"
2.639788,"NT:/SmartDashboard/Loop Count: ",116
2.640131,"messages","Loop count 117"
2.6405,"messages","Back Left Encoder Voltage 0.000000"
2.640671,"messages","Back Right Encoder Voltage 0.000000"
2.640825,"messages","Back left Angle 1.721593"
2.640956,"messages","Back right Angle 0.681593"
2.641089,"messages","Front left Angle -0.821593"
2.641218,"messages","Front right Angle -2.201593"
2.641357,"messages","Voltage 0.000000"
2.659265,"NT:/SmartDashboard/Loop Count: ",117
2.659336,"messages","Loop count 118"
2.660057,"messages","Back Left Encoder Voltage 0.000000"
2.66029,"messages","Back Right Encoder Voltage 0.000000"
2.660422,"messages","Back left Angle 1.721593"
2.660578,"messages","Back right Angle 0.681593"
2.660737,"messages","Front left Angle -0.821593"
2.660878,"messages","Front right Angle -2.201593"
2.661016,"messages","Voltage 0.000000"
2.679616,"NT:/SmartDashboard/Loop Count: ",118
2.679679,"messages","Loop count 119"
2.680125,"messages","Back Left Encoder Voltage 0.000000"
2.680636,"messages","Back Right Encoder Voltage 0.000000"
2.68098,"messages","Back left Angle 1.721593"
2.681476,"messages","Back right Angle 0.681593"
2.681742,"messages","Front left Angle -0.821593"
2.681952,"messages","Front right Angle -2.201593"
2.682128,"messages","Voltage 0.000000"
2.699407,"NT:/SmartDashboard/Loop Count: ",119
2.699576,"messages","Loop count 120"
2.700007,"messages","Back Left Encoder Voltage 0.000000"
2.700532,"messages","Back Right Encoder Voltage 0.000000"
2.700897,"messages","Back left Angle 1.721593"
2.701216,"messages","Back right Angle 0.681593"
2.701718,"messages","Front left Angle -0.821593"
2.702184,"messages","Front right Angle -2.201593"
2.702426,"messages","Voltage 0.000000"
2.721323,"NT:/SmartDashboard/Loop Count: ",120
2.721453,"messages","Loop count 121"
2.722448,"messages","Back Left Encoder Voltage 0.000000"
2.723699,"messages","Back Right Encoder Voltage 0.000000"
2.724305,"messages","Back left Angle 1.721593"
2.761581,"messages","Back right Angle 0.681593"
2.762213,"messages","Front left Angle -0.821593"
2.76252,"messages","Front right Angle -2.201593"
2.762848,"messages","Voltage 0.000000"
2.766573,"NT:/SmartDashboard/Loop Count: ",121
2.766663,"messages","Loop count 122"
2.767213,"messages","Back Left Encoder Voltage 0.000000"
2.767439,"messages","Back Right Encoder Voltage 0.000000"
2.767649,"messages","Back left Angle 1.721593"
2.767841,"messages","Back right Angle 0.681593"
2.768054,"messages","Front left Angle -0.821593"
2.768363,"messages","Front right Angle -2.201593"
2.768928,"messages","Voltage 0.000000"
2.769659,"NT:/SmartDashboard/Loop Count: ",122
2.76971,"messages","Loop count 123"
2.770047,"messages","Back Left Encoder Voltage 0.000000"
2.770218,"messages","Back Right Encoder Voltage 0.000000"
2.770539,"messages","Back left Angle 1.721593"
2.77108,"messages","Back right Angle 0.681593"
2.771341,"messages","Front left Angle -0.821593"
2.771483,"messages","Front right Angle -2.201593"
2.771735,"messages","Voltage 0.000000"
2.780222,"NT:/SmartDashboard/Loop Count: ",123
2.780297,"messages","Loop count 124"
2.78053,"messages","Back Left Encoder Voltage 0.000000"
2.780742,"messages","Back Right Encoder Voltage 0.000000"
2.781036,"messages","Back left Angle 1.721593"
2.78214,"messages","Back right Angle 0.681593"
2.783002,"messages","Front left Angle -0.821593"
2.78334,"messages","Front right Angle -2.201593"
2.783572,"messages","Voltage 0.000000"
2.799394,"NT:/SmartDashboard/Loop Count: ",124
2.799606,"messages","Loop count 125"
2.802861,"messages","Back Left Encoder Voltage 0.000000"
2.80478,"messages","Back Right Encoder Voltage 0.000000"
2.806341,"messages","Back left Angle 1.721593"
2.807749,"messages","Back right Angle 0.681593"
2.808209,"messages","Front left Angle -0.821593"
2.809804,"messages","Front right Angle -2.201593"
2.810707,"messages","Voltage 0.000000"
2.819361,"NT:/SmartDashboard/Loop Count: ",125
2.819479,"messages","Loop count 126"
2.81997,"messages","Back Left Encoder Voltage 0.000000"
2.820347,"messages","Back Right Encoder Voltage 0.000000"
2.820731,"messages","Back left Angle 1.721593"
2.820983,"messages","Back right Angle 0.681593"
2.821298,"messages","Front left Angle -0.821593"
2.821474,"messages","Front right Angle -2.201593"
2.82199,"messages","Voltage 0.000000"
2.840428,"NT:/SmartDashboard/Loop Count: ",126
2.840645,"messages","Loop count 127"
2.841564,"messages","Back Left Encoder Voltage 0.000000"
2.8423,"messages","Back Right Encoder Voltage 0.000000"
2.842621,"messages","Back left Angle 1.721593"
2.842809,"messages","Back right Angle 0.681593"
2.843081,"messages","Front left Angle -0.821593"
2.843539,"messages","Front right Angle -2.201593"
2.843867,"messages","Voltage 0.000000"
2.861102,"NT:/SmartDashboard/Loop Count: ",127
2.861277,"messages","Loop count 128"
2.861921,"messages","Back Left Encoder Voltage 0.000000"
2.864819,"messages","Back Right Encoder Voltage 0.000000"
2.868487,"messages","Back left Angle 1.721593"
2.869329,"messages","Back right Angle 0.681593"
2.869934,"messages","Front left Angle -0.821593"
2.872944,"messages","Front right Angle -2.201593"
2.875788,"messages","Voltage 0.000000"
2.879552,"NT:/SmartDashboard/Loop Count: ",128
2.879726,"messages","Loop count 129"
2.880735,"messages","Back Left Encoder Voltage 0.000000"
2.882089,"messages","Back Right Encoder Voltage 0.000000"
2.883614,"messages","Back left Angle 1.721593"
2.884015,"messages","Back right Angle 0.681593"
2.884219,"messages","Front left Angle -0.821593"
2.884446,"messages","Front right Angle -2.201593"
2.884631,"messages","Voltage 0.000000"
2.899214,"NT:/SmartDashboard/Loop Count: ",129
2.899276,"messages","Loop count 130"
2.89993,"messages","Back Left Encoder Voltage 0.000000"
2.900189,"messages","Back Right Encoder Voltage 0.000000"
2.900531,"messages","Back left Angle 1.721593"
2.900882,"messages","Back right Angle 0.681593"
2.90105,"messages","Front left Angle -0.821593"
2.901212,"messages","Front right Angle -2.201593"
2.901391,"messages","Voltage 0.000000"
2.920313,"NT:/SmartDashboard/Loop Count: ",130
2.92047,"messages","Loop count 131"
2.921789,"messages","Back Left Encoder Voltage 0.000000"
2.922208,"messages","Back Right Encoder Voltage 0.000000"
2.922787,"messages","Back left Angle 1.721593"
2.923749,"messages","Back right Angle 0.681593"
2.924022,"messages","Front left Angle -0.821593"
2.924195,"messages","Front right Angle -2.201593"
2.924364,"messages","Voltage 0.000000"
2.939295,"NT:/SmartDashboard/Loop Count: ",131
2.939473,"messages","Loop count 132"
2.940158,"messages","Back Left Encoder Voltage 0.000000"
2.940376,"messages","Back Right Encoder Voltage 0.000000"
2.940541,"messages","Back left Angle 1.721593"
2.940765,"messages","Back right Angle 0.681593"
2.940961,"messages","Front left Angle -0.821593"
2.941144,"messages","Front right Angle -2.201593"
2.941313,"messages","Voltage 0.000000"
2.960241,"NT:/SmartDashboard/Loop Count: ",132
2.960352,"messages","Loop count 133"
2.960704,"messages","Back Left Encoder Voltage 0.000000"
2.960943,"messages","Back Right Encoder Voltage 0.000000"
2.961765,"messages","Back left Angle 1.721593"
2.962047,"messages","Back right Angle 0.681593"
2.962449,"messages","Front left Angle -0.821593"
2.962872,"messages","Front right Angle -2.201593"
2.963282,"messages","Voltage 0.000000"
2.979284,"NT:/SmartDashboard/Loop Count: ",133
2.979398,"messages","Loop count 134"
2.979784,"messages","Back Left Encoder Voltage 0.000000"
2.979946,"messages","Back Right Encoder Voltage 0.000000"
2.980127,"messages","Back left Angle 1.721593"
2.980446,"messages","Back right Angle 0.681593"
2.980981,"messages","Front left Angle -0.821593"
2.981208,"messages","Front right Angle -2.201593"
2.981404,"messages","Voltage 0.000000"
3.000272,"NT:/SmartDashboard/Loop Count: ",134
3.000431,"messages","Loop count 135"
3.000879,"messages","Back Left Encoder Voltage 0.000000"
3.00109,"messages","Back Right Encoder Voltage 0.000000"
3.001381,"messages","Back left Angle 1.721593"
3.001531,"messages","Back right Angle 0.681593"
3.001673,"messages","Front left Angle -0.821593"
3.001809,"messages","Front right Angle -2.201593"
3.001946,"messages","Voltage 0.000000"
3.020319,"NT:/SmartDashboard/Loop Count: ",135
3.020419,"messages","Loop count 136"
3.022448,"messages","Back Left Encoder Voltage 0.000000"
3.023084,"messages","Back Right Encoder Voltage 0.000000"
3.023918,"messages","Back left Angle 1.721593"
3.024558,"messages","Back right Angle 0.681593"
3.024767,"messages","Front left Angle -0.821593"
3.025117,"messages","Front right Angle -2.201593"
3.026146,"messages","Voltage 0.000000"
3.039306,"NT:/SmartDashboard/Loop Count: ",136
3.039467,"messages","Loop count 137"
3.039919,"messages","Back Left Encoder Voltage 0.000000"
3.040093,"messages","Back Right Encoder Voltage 0.000000"
3.040302,"messages","Back left Angle 1.721593"
3.040941,"messages","Back right Angle 0.681593"
3.041987,"messages","Front left Angle -0.821593"
3.04254,"messages","Front right Angle -2.201593"
3.04281,"messages","Voltage 0.000000"
3.059342,"NT:/SmartDashboard/Loop Count: ",137
3.059812,"messages","Loop count 138"
3.061961,"messages","Back Left Encoder Voltage 0.000000"
3.064111,"messages","Back Right Encoder Voltage 0.000000"
3.064427,"messages","Back left Angle 1.721593"
3.064764,"messages","Back right Angle 0.681593"
3.065061,"messages","Front left Angle -0.821593"
3.066722,"messages","Front right Angle -2.201593"
3.067489,"messages","Voltage 0.000000"
3.079235,"NT:/SmartDashboard/Loop Count: ",138
3.079436,"messages","Loop count 139"
3.079878,"messages","Back Left Encoder Voltage 0.000000"
3.080454,"messages","Back Right Encoder Voltage 0.000000"
3.080708,"messages","Back left Angle 1.721593"
3.081024,"messages","Back right Angle 0.681593"
3.081617,"messages","Front left Angle -0.821593"
3.082024,"messages","Front right Angle -2.201593"
3.082328,"messages","Voltage 0.000000"
3.100232,"NT:/SmartDashboard/Loop Count: ",139
3.100328,"messages","Loop count 140"
3.100685,"messages","Back Left Encoder Voltage 0.000000"
3.100938,"messages","Back Right Encoder Voltage 0.000000"
3.101138,"messages","Back left Angle 1.721593"
3.101341,"messages","Back right Angle 0.681593"
3.10167,"messages","Front left Angle -0.821593"
3.102043,"messages","Front right Angle -2.201593"
3.102712,"messages","Voltage 0.000000"
3.119246,"NT:/SmartDashboard/Loop Count: ",140
3.119339,"messages","Loop count 141"
3.119646,"messages","Back Left Encoder Voltage 0.000000"
3.119816,"messages","Back Right Encoder Voltage 0.000000"
3.120067,"messages","Back left Angle 1.721593"
3.120282,"messages","Back right Angle 0.681593"
3.120478,"messages","Front left Angle -0.821593"
3.120689,"messages","Front right Angle -2.201593"
3.120978,"messages","Voltage 0.000000"
3.139432,"NT:/SmartDashboard/Loop Count: ",141
3.139603,"messages","Loop count 142"
3.140183,"messages","Back Left Encoder Voltage 0.000000"
3.140429,"messages","Back Right Encoder Voltage 0.000000"
3.140626,"messages","Back left Angle 1.721593"
3.140807,"messages","Back right Angle 0.681593"
3.140984,"messages","Front left Angle -0.821593"
3.14114,"messages","Front right Angle -2.201593"
3.141332,"messages","Voltage 0.000000"
3.159286,"NT:/SmartDashboard/Loop Count: ",142
3.159551,"messages","Loop count 143"
3.160229,"messages","Back Left Encoder Voltage 0.000000"
3.160396,"messages","Back Right Encoder Voltage 0.000000"
3.160536,"messages","Back left Angle 1.721593"
3.160671,"messages","Back right Angle 0.681593"
3.160822,"messages","Front left Angle -0.821593"
3.160956,"messages","Front right Angle -2.201593"
3.161093,"messages","Voltage 0.000000"
3.17921,"NT:/SmartDashboard/Loop Count: ",143
3.179287,"messages","Loop count 144"
3.179615,"messages","Back Left Encoder Voltage 0.000000"
3.179777,"messages","Back Right Encoder Voltage 0.000000"
3.179915,"messages","Back left Angle 1.721593"
3.180043,"messages","Back right Angle 0.681593"
3.180182,"messages","Front left Angle -0.821593"
3.18031,"messages","Front right Angle -2.201593"
3.180482,"messages","Voltage 0.000000"
3.19928,"NT:/SmartDashboard/Loop Count: ",144
3.199375,"messages","Loop count 145"
3.199731,"messages","Back Left Encoder Voltage 0.000000"
3.199895,"messages","Back Right Encoder Voltage 0.000000"
3.20003,"messages","Back left Angle 1.721593"
3.200196,"messages","Back right Angle 0.681593"
3.200437,"messages","Front left Angle -0.821593"
3.200685,"messages","Front right Angle -2.201593"
3.200985,"messages","Voltage 0.000000"
3.21923,"NT:/SmartDashboard/Loop Count: ",145
3.219356,"messages","Loop count 146"
3.219647,"messages","Back Left Encoder Voltage 0.000000"
3.219836,"messages","Back Right Encoder Voltage 0.000000"
3.220032,"messages","Back left Angle 1.721593"
3.220167,"messages","Back right Angle 0.681593"
3.220314,"messages","Front left Angle -0.821593"
3.220655,"messages","Front right Angle -2.201593"
3.220975,"messages","Voltage 0.000000"
3.239272,"NT:/SmartDashboard/Loop Count: ",146
3.239373,"messages","Loop count 147"
3.239787,"messages","Back Left Encoder Voltage 0.000000"
3.239937,"messages","Back Right Encoder Voltage 0.000000"
3.240093,"messages","Back left Angle 1.721593"
3.240238,"messages","Back right Angle 0.681593"
3.240383,"messages","Front left Angle -0.821593"
3.240557,"messages","Front right Angle -2.201593"
3.240976,"messages","Voltage 0.000000"
3.259222,"NT:/SmartDashboard/Loop Count: ",147
3.259292,"messages","Loop count 148"
3.259574,"messages","Back Left Encoder Voltage 0.000000"
3.259723,"messages","Back Right Encoder Voltage 0.000000"
3.259921,"messages","Back left Angle 1.721593"
3.260143,"messages","Back right Angle 0.681593"
3.260505,"messages","Front left Angle -0.821593"
3.260643,"messages","Front right Angle -2.201593"
3.26082,"messages","Voltage 0.000000"
3.279317,"NT:/SmartDashboard/Loop Count: ",148
3.279388,"messages","Loop count 149"
3.279624,"messages","Back Left Encoder Voltage 0.000000"
3.279777,"messages","Back Right Encoder Voltage 0.000000"
3.2799,"messages","Back left Angle 1.721593"
3.280039,"messages","Back right Angle 0.681593"
3.280174,"messages","Front left Angle -0.821593"
3.28032,"messages","Front right Angle -2.201593"
3.280445,"messages","Voltage 0.000000"
3.300427,"NT:/SmartDashboard/Loop Count: ",149
3.300532,"messages","Loop count 150"
3.300836,"messages","Back Left Encoder Voltage 0.000000"
3.300978,"messages","Back Right Encoder Voltage 0.000000"
3.301136,"messages","Back left Angle 1.721593"
3.301302,"messages","Back right Angle 0.681593"
3.301429,"messages","Front left Angle -0.821593"
3.301561,"messages","Front right Angle -2.201593"
3.301708,"messages","Voltage 0.000000"
3.31925,"NT:/SmartDashboard/Loop Count: ",150
3.31936,"messages","Loop count 151"
3.320014,"messages","Back Left Encoder Voltage 0.000000"
3.320227,"messages","Back Right Encoder Voltage 0.000000"
3.320406,"messages","Back left Angle 1.721593"
3.320572,"messages","Back right Angle 0.681593"
3.320712,"messages","Front left Angle -0.821593"
3.320866,"messages","Front right Angle -2.201593"
3.321014,"messages","Voltage 0.000000"
3.339318,"NT:/SmartDashboard/Loop Count: ",151
3.339444,"messages","Loop count 152"
3.340252,"messages","Back Left Encoder Voltage 0.000000"
3.340916,"messages","Back Right Encoder Voltage 0.000000"
3.341132,"messages","Back left Angle 1.721593"
3.341305,"messages","Back right Angle 0.681593"
3.341511,"messages","Front left Angle -0.821593"
3.341741,"messages","Front right Angle -2.201593"
3.342008,"messages","Voltage 0.000000"
3.359436,"NT:/SmartDashboard/Loop Count: ",152
3.359512,"messages","Loop count 153"
3.359869,"messages","Back Left Encoder Voltage 0.000000"
3.360021,"messages","Back Right Encoder Voltage 0.000000"
3.360347,"messages","Back left Angle 1.721593"
3.360741,"messages","Back right Angle 0.681593"
3.361101,"messages","Front left Angle -0.821593"
3.361422,"messages","Front right Angle -2.201593"
3.361587,"messages","Voltage 0.000000"
3.379211,"NT:/SmartDashboard/Loop Count: ",153
3.379266,"messages","Loop count 154"
3.379496,"messages","Back Left Encoder Voltage 0.000000"
3.379631,"messages","Back Right Encoder Voltage 0.000000"
3.379779,"messages","Back left Angle 1.721593"
3.379922,"messages","Back right Angle 0.681593"
3.380342,"messages","Front left Angle -0.821593"
3.380839,"messages","Front right Angle -2.201593"
3.380981,"messages","Voltage 0.000000"
3.400227,"NT:/SmartDashboard/Loop Count: ",154
3.400299,"messages","Loop count 155"
3.400603,"messages","Back Left Encoder Voltage 0.000000"
3.400913,"messages","Back Right Encoder Voltage 0.000000"
3.401371,"messages","Back left Angle 1.721593"
3.40163,"messages","Back right Angle 0.681593"
3.401778,"messages","Front left Angle -0.821593"
3.401916,"messages","Front right Angle -2.201593"
3.402097,"messages","Voltage 0.000000"
3.420256,"NT:/SmartDashboard/Loop Count: ",155
3.420323,"messages","Loop count 156"
3.420752,"messages","Back Left Encoder Voltage 0.000000"
3.421037,"messages","Back Right Encoder Voltage 0.000000"
3.421265,"messages","Back left Angle 1.721593"
3.421448,"messages","Back right Angle 0.681593"
3.421622,"messages","Front left Angle -0.821593"
3.421772,"messages","Front right Angle -2.201593"
3.421995,"messages","Voltage 0.000000"
3.440326,"NT:/SmartDashboard/Loop Count: ",156
3.440426,"messages","Loop count 157"
3.440905,"messages","Back Left Encoder Voltage 0.000000"
3.441424,"messages","Back Right Encoder Voltage 0.000000"
3.441709,"messages","Back left Angle 1.721593"
3.44187,"messages","Back right Angle 0.681593"
3.442017,"messages","Front left Angle -0.821593"
3.44218,"messages","Front right Angle -2.201593"
3.44231,"messages","Voltage 0.000000"
3.459455,"NT:/SmartDashboard/Loop Count: ",157
3.459552,"messages","Loop count 158"
3.459886,"messages","Back Left Encoder Voltage 0.000000"
3.460073,"messages","Back Right Encoder Voltage 0.000000"
3.460235,"messages","Back left Angle 1.721593"
3.460364,"messages","Back right Angle 0.681593"
3.460538,"messages","Front left Angle -0.821593"
3.460758,"messages","Front right Angle -2.201593"
3.46093,"messages","Voltage 0.000000"
3.480284,"NT:/SmartDashboard/Loop Count: ",158
3.480368,"messages","Loop count 159"
3.480686,"messages","Back Left Encoder Voltage 0.000000"
3.480853,"messages","Back Right Encoder Voltage 0.000000"
3.481009,"messages","Back left Angle 1.721593"
3.481163,"messages","Back right Angle 0.681593"
3.481341,"messages","Front left Angle -0.821593"
3.481504,"messages","Front right Angle -2.201593"
3.481886,"messages","Voltage 0.000000"
3.499493,"NT:/SmartDashboard/Loop Count: ",159
3.499789,"messages","Loop count 160"
3.500222,"messages","Back Left Encoder Voltage 0.000000"
3.50045,"messages","Back Right Encoder Voltage 0.000000"
3.500624,"messages","Back left Angle 1.721593"
3.500806,"messages","Back right Angle 0.681593"
3.500977,"messages","Front left Angle -0.821593"
3.501157,"messages","Front right Angle -2.201593"
3.501358,"messages","Voltage 0.000000"
3.51944,"NT:/SmartDashboard/Loop Count: ",160
3.519661,"messages","Loop count 161"
3.520465,"messages","Back Left Encoder Voltage 0.000000"
3.520708,"messages","Back Right Encoder Voltage 0.000000"
3.521057,"messages","Back left Angle 1.721593"
3.52129,"messages","Back right Angle 0.681593"
3.521697,"messages","Front left Angle -0.821593"
3.522125,"messages","Front right Angle -2.201593"
3.522545,"messages","Voltage 0.000000"
3.543366,"NT:/SmartDashboard/Loop Count: ",161
3.543484,"messages","Loop count 162"
3.544437,"messages","Back Left Encoder Voltage 0.000000"
3.545354,"messages","Back Right Encoder Voltage 0.000000"
3.546438,"messages","Back left Angle 1.721593"
3.546736,"messages","Back right Angle 0.681593"
3.546999,"messages","Front left Angle -0.821593"
3.547423,"messages","Front right Angle -2.201593"
3.547708,"messages","Voltage 0.000000"
3.559393,"NT:/SmartDashboard/Loop Count: ",162
3.559524,"messages","Loop count 163"
3.560375,"messages","Back Left Encoder Voltage 0.000000"
3.561047,"messages","Back Right Encoder Voltage 0.000000"
3.56128,"messages","Back left Angle 1.721593"
3.561424,"messages","Back right Angle 0.681593"
3.561571,"messages","Front left Angle -0.821593"
3.561721,"messages","Front right Angle -2.201593"
3.561849,"messages","Voltage 0.000000"
3.579571,"NT:/SmartDashboard/Loop Count: ",163
3.579989,"messages","Loop count 164"
3.581441,"messages","Back Left Encoder Voltage 0.000000"
3.58213,"messages","Back Right Encoder Voltage 0.000000"
3.582417,"messages","Back left Angle 1.721593"
3.582621,"messages","Back right Angle 0.681593"
3.582849,"messages","Front left Angle -0.821593"
3.58301,"messages","Front right Angle -2.201593"
3.583219,"messages","Voltage 0.000000"
